codigo_anunciante,codigo_zapimoveis,dtCriacao,dtColeta,imobiliaria,nrPreco,condominio,iptu,endereco,floorSize,numberOfRooms,numberOfBathroomsTotal,numberOfParkingSpaces,floorLevel,FURNISHED,POOL,ELEVATOR,LAVABO,SAUNA,PORCELAIN,INTERCOM,AIR_CONDITIONING,numberOfSuites,PETS_ALLOWED,BALCONY,BACKYARD,SPORTS_COURT,BARBECUE_GRILL,LAUNDRY,ALARM_SYSTEM,SERVICE_AREA,GARDEN,DEPOSIT,PLAYGROUND,SEA_VIEW,GOURMET_BALCONY,KITCHEN,PARTY_HALL,CABLE_TV,KITCHEN_CABINETS,SAFETY_CIRCUIT,GATED_COMMUNITY,HEATING,CONCIERGE_24H,WATCHMAN,GOURMET_SPACE,GYM,BICYCLES_PLACE,DINNER_ROOM,PAVED_STREET,RECEPTION,CLOSET,CARETAKER,ARMORED_SECURITY_CABIN,RECREATION_AREA,ELECTRONIC_GATE,INTERNET_ACCESS,BLINDEX_BOX,BEDROOM_WARDROBE,BATHROOM_CABINETS,DISABLED_ACCESS,HOME_OFFICE,SPA,TENNIS_COURT,INDOOR_SOCCER,MOUNTAIN_VIEW,CHILDRENS_POOL,DECK,MASSAGE_ROOM,GRASS,CINEMA,SQUASH,COPA,AMERICAN_KITCHEN,ELECTRIC_GENERATOR,TOYS_PLACE,PANTRY,BAR,FIREPLACE,GAMES_ROOM,WALL_BALCONY,PLANNED_FURNITURE,ALUMINUM_WINDOW,NATURAL_VENTILATION,LARGE_WINDOW,EMPLOYEE_DEPENDENCY,ENTRANCE_HALL,SERVICE_BATHROOM,INTEGRATED_ENVIRONMENTS,HIGH_CEILING_HEIGHT,LARGE_ROOM,COLD_FLOOR,WHIRLPOOL,BARBECUE_BALCONY,BUILTIN_WARDROBE,SQUARE,HEATED_POOL,TEEN_SPACE,SERVICE_ROOM,STAIR,FULL_FLOOR,FITNESS_ROOM,LARGE_KITCHEN,PANORAMIC_VIEW,PLATED_GAS,LAMINATED_FLOOR,ADULT_POOL,GREEN_SPACE,PIZZA_OVEN,BEAUTY_CENTER,SECURITY_CAMERA,SECURITY_CABIN,COWORKING,COOKER,SOLARIUM,FOOTBALL_FIELD,GOURMET_KITCHEN,BATHTUB,SANCA,PET_SPACE,SERVICE_ENTRANCE,PRIVATE_POOL,DIGITAL_LOCKER,WOOD_FLOOR,VALET_PARKING,PARKING,MEZZANINE,LUNCH_ROOM,PATROL,GLASS_WALL,SMALL_ROOM,CORNER_PROPERTY,ADMINISTRATION,GAS_SHOWER,MEETING_ROOM,MASSAGE,TREE_CLIMBING,LIBRARY,HIKING_TRAIL,SMART_CONDOMINIUM,POOL_BAR,RESTAURANT,COVENTION_HALL,SOUNDPROOFING,SIDE_ENTRANCE,ZEN_SPACE,REDARIO,HALF_FLOOR,COVERED_POOL,GUEST_PARKING,REVERSIBLE_ROOM,STORES,BEAUTY_ROOM,COVERAGE,ELETRIC_CHARGER,SEMI_OLYMPIC_POOL,ECO_GARBAGE_COLLECTOR,VINYL_FLOOR,SLAB,LAKE_VIEW,FRUIT_TREES,HOT_TUB,THERMAL_INSULATION,DIVIDERS,WALLS_GRIDS,FREEZER
AP3965,2768317332,03/01/2025,29/05/2025,Ocb Administração,R$ 615.000,R$ 550,R$ 262,"Ponta da Praia, Santos - SP",50 m²,1 quarto,1 banheiro,1 vaga,7 andar,,,Elevador,,,Porcelanato,Interfone,Ar-condicionado,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20497,2804200500,08/05/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 1.850.000,R$ 1.900,R$ 594,"Gonzaga, Santos - SP",138 m²,3 quartos,4 banheiros,2 vagas,12 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,2 suítes,Aceita animais,,,,,,,Área de serviço,Jardim,,Playground,,,Cozinha,Salão de festas,,,,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13810,2765435723,20/12/2024,29/05/2025,Familia Imoveis Consultoria,R$ 395.900,R$ 1,R$ 1,"Rua Vinte e Oito de Setembro - Macuco, Santos - SP",50 m²,2 quartos,1 banheiro,1 vaga,2 andar,,,,,,,Interfone,,,,,,,,,,,,,,,,,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02213,2734022820,10/08/2024,29/05/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 1.380.000,não informado,não informado,"Ponta da Praia, Santos - SP",113 m²,2 quartos,2 banheiros,1 vaga,13 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,1 suíte,Aceita animais,Varanda,,,,,,,,,Playground,,Varanda gourmet,,Salão de festas,,Armário na cozinha,,,,Portaria 24h,,Espaço gourmet,Academia,Bicicletário,,,,,,,Área de lazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT0016,2803721961,06/05/2025,29/05/2025,Chave Santos Imóveis,R$ 850.000,R$ 1.000,R$ 195,"Rua Professor Torres Homem - Aparecida, Santos - SP",123 m²,3 quartos,3 banheiros,1 vaga,9 andar,Mobiliado,,Elevador,Lavabo,,,Interfone,Ar-condicionado,1 suíte,,Varanda,,,,Lavanderia,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,2759071113,25/11/2024,29/05/2025,Elton Ayres Imóveis,R$ 1.489.500,R$ 1.500,R$ 320,"Avenida Vicente de Carvalho, 26 - Boqueirão, Santos - SP",170 m²,3 quartos,4 banheiros,3 vagas,,,,,,,,,,2 suítes,,,,,,Lavanderia,,,,,,Vista para o mar,,,Salão de festas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,2796103637,10/04/2025,29/05/2025,Apollo-On,R$ 370.000,R$ 860,R$ 55,"Avenida Presidente Wilson, 175 - José Menino, Santos - SP",65 m²,1 quarto,1 banheiro,1 vaga,9 andar,,,Elevador,,,,,Ar-condicionado,,,,,,,Lavanderia,,,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armário embutido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP9956,2619849710,21/03/2023,29/05/2025,R3 Imóveis,R$ 690.000,R$ 1.000,R$ 163,"Avenida Presidente Wilson, 2105 - José Menino, Santos - SP",110 m²,2 quartos,1 banheiro,1 vaga,3 andar,,,Elevador,,,Porcelanato,Interfone,Ar-condicionado,1 suíte,Aceita animais,,,,,,Sistema de alarme,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,,,Portaria 24h,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,2676731564,15/12/2023,29/05/2025,Familia Imoveis Consultoria,R$ 750.000,R$ 1.307,R$ 303,"Rua Enguaguaçu - Ponta da Praia, Santos - SP",140 m²,3 quartos,2 banheiros,1 vaga,2 andar,,,Elevador,,,,Interfone,,1 suíte,,,,,,,,,,,,,,Cozinha,,,,,,,,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,2789799421,22/03/2025,29/05/2025,Apollo-On,R$ 475.000,R$ 613,R$ 52,"Rua Alexandre Martins, 3 - Aparecida, Santos - SP",44 m²,1 quarto,1 banheiro,1 vaga,8 andar,Mobiliado,,Elevador,,,,,,,,,,,,Lavanderia,,,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,Recepção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,2749978718,17/10/2024,29/05/2025,Conceito 013 Imóveis,R$ 1.595.000,R$ 100,R$ 100,"Avenida Ana Costa, 441 - Gonzaga, Santos - SP",87 m²,2 quartos,2 banheiros,1 vaga,18 andar,,Piscina,Elevador,,Sauna,,Interfone,,2 suítes,,,,Quadra poliesportiva,Churrasqueira,,,,,,,Vista para o mar,Varanda gourmet,,Salão de festas,,,Circuito de segurança,,,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,,,,,,Escritório,,,,,,,,,Cinema,Quadra de squash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP0082,2782329829,26/02/2025,29/05/2025,Globalize Imóveis,R$ 898.000,R$ 980,R$ 250,"Rua Doutor Samuel Baccarat - Boqueirão, Santos - SP",84 m²,2 quartos,3 banheiros,1 vaga,,,,Elevador,,,,,,2 suítes,,,,,,,,,,,,,,Cozinha,,,Armário na cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,2754985707,07/11/2024,29/05/2025,Apollo-On,R$ 1.150.000,R$ 850,R$ 458,"Rua Rio Grande do Sul, 7 - José Menino, Santos - SP",89 m²,2 quartos,2 banheiros,2 vagas,23 andar,,Piscina,,,,,,,2 suítes,,,,,,,,,,,,,,Cozinha,Salão de festas,,,,Condomínio fechado,,,,Espaço gourmet,Academia,Bicicletário,,,,,,,Área de lazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP0771,2665037901,26/10/2023,29/05/2025,Chave Urbana 037518-J-Sp,R$ 2.140.000,R$ 2.400,R$ 850,"Boqueirão, Santos - SP",223 m²,3 quartos,5 banheiros,3 vagas,9 andar,Mobiliado,Piscina,Elevador,Lavabo,,Porcelanato,Interfone,Ar-condicionado,3 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,,,Cozinha,Salão de festas,,,,,,Portaria 24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidromassagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,2580315508,14/09/2022,29/05/2025,Invista Inteligência Imobiliária,R$ 1.250.000,R$ 2.000,R$ 520,"Gonzaga, Santos - SP",183 m²,3 quartos,4 banheiros,1 vaga,1 andar,,,Elevador,,,,,,1 suíte,,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,2807523531,20/05/2025,29/05/2025,Santos Conecta,R$ 284.900,R$ 450,R$ 139,"Rua Joaquim Távora - Marapé, Santos - SP",50 m²,1 quarto,1 banheiro,1 vaga,1 andar,,,,,,,Interfone,,,,Varanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP15433,2800467955,24/04/2025,29/05/2025,R3 Imóveis,R$ 1.184.294,R$ 1.578,R$ 4.992,"Rua Doutor Alfredo Porchat, 60 - Boqueirão, Santos - SP",238 m²,3 quartos,5 banheiros,2 vagas,4 andar,,,Elevador,Lavabo,,,,,3 suítes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP0916,2751959810,25/10/2024,29/05/2025,R3 Imóveis,R$ 2.350.000,R$ 1.669,R$ 376,"Alameda Armênio Mendes, 68 - Aparecida, Santos - SP",107 m²,2 quartos,3 banheiros,1 vaga,20 andar,Mobiliado,,Elevador,Lavabo,,Porcelanato,Interfone,Ar-condicionado,2 suítes,Aceita animais,Varanda,,Quadra poliesportiva,Churrasqueira,Lavanderia,,Área de serviço,,,,Vista para o mar,Varanda gourmet,Cozinha,,TV à cabo,,,,,,,Espaço gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,Quadra de squash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP4930,2551665868,15/02/2022,29/05/2025,R3 Imóveis,R$ 1.350.000,R$ 1.547,R$ 500,"Avenida Washington Luís, 445 - Boqueirão, Santos - SP",181 m²,3 quartos,4 banheiros,3 vagas,3 andar,,,Elevador,Lavabo,,,Interfone,Ar-condicionado,3 suítes,Aceita animais,Varanda,,,,Lavanderia,,Área de serviço,,Depósito,,,,Cozinha,,TV à cabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copa,,,,,,,,,,,,,,,,,,,,Hidromassagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04890,2800631919,25/04/2025,29/05/2025,Ricci Consultoria Imobiliaria,R$ 640.000,R$ 600,R$ 310,"Rua Moema - Ponta da Praia, Santos - SP",67 m²,2 quartos,2 banheiros,1 vaga,9 andar,,Piscina,Elevador,,,,,,1 suíte,Aceita animais,,,,Churrasqueira,,,,,,,,,Cozinha,Salão de festas,,,,,,Portaria 24h,,,Academia,,,,,,,Guarita blindada,Área de lazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2741323159,11/09/2024,29/05/2025,Santos Conecta,R$ 2.300.000,R$ 2.500,R$ 500,"Rua Américo Martins - Boqueirão, Santos - SP",181 m²,4 quartos,2 banheiros,2 vagas,6 andar,,,Elevador,,,,Interfone,,3 suítes,,,,,,,,,,,,,,,,TV à cabo,,Circuito de segurança,,,,,,,,,,Recepção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,2806130325,14/05/2025,29/05/2025,Pablo Montalvao Imóveis,R$ 420.000,R$ 603,R$ 55,"Rua Marcílio Dias, 10 - Gonzaga, Santos - SP",82 m²,2 quartos,1 banheiro,,4 andar,,,Elevador,,,,Interfone,,,Aceita animais,Varanda,,,,,,Área de serviço,,,,Vista para o mar,,,,,,,,,Portaria 24h,,,,,Sala de jantar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Móvel planejado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6116,2664253194,23/10/2023,29/05/2025,Litoral House,R$ 2.400.000,R$ 1.500,R$ 837,"Boqueirão, Santos - SP",205 m²,3 quartos,5 banheiros,3 vagas,19 andar,,Piscina,Elevador,Lavabo,Sauna,Porcelanato,Interfone,Ar-condicionado,3 suítes,Aceita animais,Varanda,,,Churrasqueira,,Sistema de alarme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04388,2770545023,12/01/2025,29/05/2025,Ricci Consultoria Imobiliaria,R$ 2.100.000,R$ 2.700,R$ 435,"Avenida Bartholomeu de Gusmão - Aparecida, Santos - SP",223 m²,3 quartos,4 banheiros,1 vaga,9 andar,,,Elevador,,,,Interfone,Ar-condicionado,2 suítes,Aceita animais,,,,,Lavanderia,,,,,,Vista para o mar,,Cozinha,,,Armário na cozinha,Circuito de segurança,,,Portaria 24h,,,,,,,,,,Guarita blindada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33483,2797686322,15/04/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 360.000,R$ 590,R$ 166,"Campo Grande, Santos - SP",48 m²,1 quarto,1 banheiro,1 vaga,3 andar,,,Elevador,,,,Interfone,,,Aceita animais,,,,,,,,,,,,,Cozinha,Salão de festas,,,,Condomínio fechado,,Portaria 24h,Vigia,Espaço gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP03053,2808705990,24/05/2025,29/05/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 350.000,R$ 440,R$ 62,"Marapé, Santos - SP",57 m²,2 quartos,1 banheiro,1 vaga,,,,,,,,Interfone,,,Aceita animais,,Quintal,,,,,,,,,,,Cozinha,,,,,,,,,,,Bicicletário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAB AP6159,2806716513,16/05/2025,29/05/2025,Rhema Imóveis,R$ 280.000,R$ 481,R$ 25,"Rua Jurubatuba - Aparecida, Santos - SP",42 m²,2 quartos,1 banheiro,1 vaga,3 andar,,,,,,,,Ar-condicionado,,Aceita animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portão eletrônico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156-10,2805429937,13/05/2025,29/05/2025,Avanti Imóveis,R$ 425.000,R$ 750,R$ 126,"Rua Nabuco de Araújo - Aparecida, Santos - SP",78 m²,1 quarto,1 banheiro,1 vaga,,,,Elevador,,,Porcelanato,Interfone,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,Sala de jantar,,Recepção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22999,2652748773,30/08/2023,29/05/2025,Invista Inteligência Imobiliária,R$ 385.000,R$ 478,R$ 124,"Macuco, Santos - SP",67 m²,2 quartos,2 banheiros,1 vaga,3 andar,,,,,,,Interfone,Ar-condicionado,,Aceita animais,,,,,,,Área de serviço,Jardim,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253-11,2794518032,05/04/2025,29/05/2025,Avanti Imóveis,R$ 590.000,R$ 660,R$ 189,"Praça Olímpio Lima, 22 - Vila Belmiro, Santos - SP",90 m²,3 quartos,1 banheiro,1 vaga,,,Piscina,,,,Porcelanato,Interfone,,,Aceita animais,Varanda,,,,,,Área de serviço,,,,,,Cozinha,Salão de festas,,Armário na cozinha,,Condomínio fechado,,,,,,,,Rua asfaltada,,Closet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP15242,2787369319,15/03/2025,29/05/2025,R3 Imóveis,R$ 485.000,R$ 980,R$ 280,"Rua Benedito Ernesto Guimarães, 50 - Marapé, Santos - SP",84 m²,2 quartos,2 banheiros,1 vaga,1 andar,,,,,,,,,,Aceita animais,,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD0070,2767293861,28/12/2024,29/05/2025,Rgl Imoveis,R$ 3.400.000,R$ 1.500,R$ 900,"Avenida Almirante Cochrane - Embaré, Santos - SP",222 m²,3 quartos,5 banheiros,2 vagas,1 andar,Mobiliado,Piscina,Elevador,Lavabo,Sauna,Porcelanato,Interfone,Ar-condicionado,3 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,Depósito,,,Varanda gourmet,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP13877,2743417611,19/09/2024,29/05/2025,R3 Imóveis,R$ 860.000,R$ 1.000,R$ 240,"Avenida Bartholomeu de Gusmão, 39 - Embaré, Santos - SP",89 m²,2 quartos,2 banheiros,1 vaga,12 andar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condomínio fechado,,Portaria 24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP1211,2804891915,11/05/2025,29/05/2025,Alabi Negócios Imobiliários,R$ 1.495.000,R$ 1.668,R$ 750,"Rua Minas Gerais, 107 - Boqueirão, Santos - SP",134 m²,3 quartos,4 banheiros,2 vagas,2 andar,,Piscina,Elevador,Lavabo,,Porcelanato,Interfone,Ar-condicionado,3 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,Depósito,,,,Cozinha,,TV à cabo,,,Condomínio fechado,,Portaria 24h,,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,2778889360,13/02/2025,29/05/2025,Elton Ayres Imóveis,R$ 320.000,R$ 450,R$ 108,"Rua José Clemente Pereira, 40 - Campo Grande, Santos - SP",75 m²,1 quarto,1 banheiro,1 vaga,2 andar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REO1039321,2764994833,18/12/2024,29/05/2025,Lopes Freitas,R$ 1.160.000,R$ 887,R$ 320,"Rua São José, 132 - Embaré, Santos - SP",68 m²,2 quartos,1 banheiro,1 vaga,,,,Elevador,,,,,,1 suíte,,,,,Churrasqueira,,,,,,,,,,Salão de festas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12839,2730610367,25/07/2024,29/05/2025,Familia Imoveis Consultoria,R$ 580.000,R$ 1.240,R$ 260,"Praça Washington - Gonzaga, Santos - SP",130 m²,4 quartos,3 banheiros,1 vaga,2 andar,,,Elevador,,,,Interfone,,1 suíte,,,,,,,,,,,,Vista para o mar,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,2796310814,11/04/2025,29/05/2025,Elton Ayres Imóveis,R$ 715.000,R$ 1.300,R$ 241,"Rua Doutor Egydio Martins, 18 - Ponta da Praia, Santos - SP",109 m²,2 quartos,3 banheiros,1 vaga,,,,,,,,,,1 suíte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP09502,2758730328,23/11/2024,29/05/2025,Duarte Prime Brokers,R$ 1.200.000,R$ 620,R$ 250,"Avenida Barão de Penedo - José Menino, Santos - SP",75 m²,2 quartos,2 banheiros,1 vaga,7 andar,,Piscina,,,Sauna,,Interfone,,1 suíte,,Varanda,,,Churrasqueira,,,,,,,,,Cozinha,Salão de festas,,,,,,Portaria 24h,,,Academia,,,,,,,Guarita blindada,Área de lazer,,,,,,,,,,,,Piscina infantil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
